Table Name,Error, Number of Records Exported ,Exported Filename,Export Datetime,Time Taken,Destination Table Name, Number of Records Imported ,Error Message,
stc_marketplace_service_management_item_translation,No,4804,stc_marketplace_service_management_item_translation-2025_08_31.csv,9/7/2025 9:01,-1.90E-05,A_PLAN_ITEM_TRANSLATION,4804,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_customers_servicecommitment,No,475,stc_marketplace_customers_servicecommitment-2025_08_31.csv,9/7/2025 9:01,-3.00E-05,CUSTOMERS_SERVICE_COMMITMENT,475,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
vdc_customer_info,No,6794,vdc_customer_info-2025_08_31.csv,9/7/2025 9:01,-2.20E-05,PRD_VDC_FIN_CUSTOMER_INFO,6794,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
ombilling_instance_image,No,459678,ombilling_instance_image-2025_08_31.csv,9/7/2025 9:02,-6.50E-05,PRD_VDC_FIN_INSATNCE_IMAGE,459678,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
ombilling_slug_mapping,No,631,ombilling_slug_mapping-2025_08_31.csv,9/7/2025 9:02,-2.80E-05,PRD_VDC_FIN_SLUG_MAPPING,631,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
active_order_line,No,8549,active_order_line_Sep-2025.csv,9/7/2025 9:02,-2.70E-05,PRD_DYNAMICS_AOL,8549,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_AOL
killbill_accounts,No,10371,killbill_accounts-2025_08_31.csv,9/7/2025 9:02,-3.50E-05,KILLBILL_ACCOUNTS,10371,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
killbill_invoices,No,112338,killbill_invoices-2025_08_31.csv,9/7/2025 9:03,-2.80E-05,A_KILLBILL_INVOICES,112338,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
WorkOrders,No,95375,WorkOrders_Sep-2025.csv,9/7/2025 9:03,-3.20E-05,PRD_WORK_ORDER_TICKET,95375,,/u01/RA_OPS/Test_New_Loader/Final/ServiceNow
/home/sdev/ROOT/Granite/MRS,No,5955,ATMMVPN_Sep-2025.csv,9/7/2025 9:03,-2.50E-05,PRD_GRANITE_MRS_FILES,5955,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,1224,BLS_Sep-2025.csv,9/7/2025 9:03,-2.80E-05,PRD_GRANITE_MRS_FILES,1224,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,2780,CBLSMW_Sep-2025.csv,9/7/2025 9:03,-2.70E-05,PRD_GRANITE_MRS_FILES,2780,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,5536,CBLS_Sep-2025.csv,9/7/2025 9:04,-2.70E-05,PRD_GRANITE_MRS_FILES,5536,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,35913,IPMW_Sep-2025.csv,9/7/2025 9:04,-3.70E-05,PRD_GRANITE_MRS_FILES,35913,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,233120,IP_Sep-2025.csv,9/7/2025 9:06,-4.40E-05,PRD_GRANITE_MRS_FILES,233120,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,47100,MDIA_Sep-2025.csv,9/7/2025 9:07,-2.80E-05,PRD_GRANITE_MRS_FILES,47100,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,1617,SKH_Sep-2025.csv,9/7/2025 9:07,-2.90E-05,PRD_GRANITE_MRS_FILES,1617,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,6285,SKY_Sep-2025.csv,9/7/2025 9:07,-2.90E-05,PRD_GRANITE_MRS_FILES,6285,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
stc_marketplace_events_event,No,65335,stc_marketplace_events_event-2025_08_31.csv,9/7/2025 9:07,-2.10E-05,PRD_CLOUDEVENT_LOG,65335,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_account,No,2246,stc_account-2025_08_31.csv,9/7/2025 9:07,-2.40E-05,STCS_STC_SERVICES_DB_PUBLIC_STC_ACCOUNT,2246,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_invoice_item,No,258954,stc_invoice_item-2025_08_31.csv,9/7/2025 9:08,-3.30E-05,STC_SERVICES_DB_PUBLIC_INVOICE_ITEM,258954,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
"   stc_cdr x
full join
    (
 select
  cdr_id,
  invoice_item_id,
  ""Source_File"" as source_file2
 from
  stc_cdr_invoices) a
on
 x.id = a.cdr_id
 and
    SUBSTRING(x.Source_File,
 9,
 10) = SUBSTRING(a.source_file2,
 18,
 10)",No,1149288,stc_cdr-2025_08_31.csv,9/7/2025 9:12,-3.50E-05,A_STC_CDR_INVOICES,1149288,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_subscription_subscription,No,13819,stc_marketplace_subscription_subscription-2025_08_31.csv,9/7/2025 9:12,-3.40E-05,A_SUBSCRIPTION_SUBSCRIPTION,13819,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
modar_usage,No,443,modar_usage-2025_08_31.csv,9/7/2025 9:12,-3.40E-05,A_MODAR_USAGE,443,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
sddc_usage,No,443,sddc_usage-2025_08_31.csv,9/7/2025 9:13,-5.60E-05,A_SDDC_FLEX_USAGE,443,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
vcd_all_usages,No,1933794,vcd_all_usages-2025_08_31.csv,9/7/2025 9:19,-7.40E-05,A_VCD_ALL_USAGES,1933794,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
fip,No,177273,fip-2025_08_31.csv,9/7/2025 9:20,-2.60E-05,PRD_VDC_FIN_FIP,177273,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
instance,No,271174,instance-2025_08_31.csv,9/7/2025 9:21,-4.30E-05,PRD_VDC_FIN_INSTANCE,271174,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
volume,No,244116,volume-2025_08_31.csv,9/7/2025 9:22,-2.70E-05,PRD_VDC_FIN_VOLUME,244116,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
vdc_usage_report_details_data,No,1207923,vdc_usage_report_details_data-2025_08_31.csv,9/7/2025 9:26,-3.80E-05,A_USAGE_REPORT_DETAIL,1207923,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
edge_gateway,No,153,edge_gateway-2025_08_31.csv,9/7/2025 9:26,-3.50E-05,PRD_EDGE_GATEWAY,153,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
PO_DISTRIBUTION_REPORT,No,356596,PO_DISTRIBUTION_REPORT_Sep-2025.csv,9/7/2025 9:30,-4.00E-05,PRD_PO_DISTRIBUTION,356596,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_PO_distribution
NEW_GRN_REPORT,No,329164,NEW_GRN_REPORT_Sep-2025.csv,9/7/2025 9:32,-2.90E-05,PRD_STCS_GRN_PROJECT_REPORT,329164,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_GRN_Report
PO_PROJECT_REPORT,No,19229,PO_PROJECT_REPORT_Sep-2025.csv,9/7/2025 9:32,-2.30E-05,PRD_STCS_PO_PROJECT_REPORT,19229,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_PO_Project_Report
stc_marketplace_service_management_flavoritem,No,4434,stc_marketplace_service_management_flavoritem-2025_08_31.csv,9/7/2025 9:33,-2.50E-05,STC_MP_service_management_flavoritem,4434,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
cs_orders,No,359,cs_orders-2025_08_31.csv,9/7/2025 9:33,-3.00E-05,CS_ORDERS,359,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_subscription_subscriptionquantifiableinstallmen,No,15,stc_marketplace_subscription_subscriptionquantifiableinstallmen-2025_08_31.csv,9/7/2025 9:33,-2.60E-05,MP_SUB_QUANTIFIABLE_INSTALLMENT,15,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
cs_resources,No,225,cs_resources-2025_08_31.csv,9/7/2025 9:33,-2.30E-05,CS_RESOURCES,225,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_virtualcredit_accountmanagercredit,No,26,stc_marketplace_virtualcredit_accountmanagercredit-2025_08_31.csv,9/7/2025 9:33,-2.90E-05,MP_VIRTUALCREDIT_ACCOUNTMANAGERCREDIT,26,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_virtualcredit_directcustomercredittransaction,No,58,stc_marketplace_virtualcredit_directcustomercredittransaction-2025_08_31.csv,9/7/2025 9:33,-4.40E-05,MP_VIRTUALCREDIT_DIRECTCUSTOMERCREDITTRANSACTION,56,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_virtualcredit_customercredit,No,16,stc_marketplace_virtualcredit_customercredit-2025_08_31.csv,9/7/2025 9:33,-2.40E-05,MP_VIRTUALCREDIT_CUSTOMERCREDIT,16,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_virtualcredit_virtualcredit,No,51,stc_marketplace_virtualcredit_virtualcredit-2025_08_31.csv,9/7/2025 9:33,-2.90E-05,MP_VIRTUALCREDIT,51,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_vouchers_vouchercreditpool,No,33,stc_marketplace_vouchers_vouchercreditpool-2025_08_31.csv,9/7/2025 9:33,-2.10E-05,MP_VOUCHERS_VOUCHERCREDITPOOL,33,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_vouchers_vouchertransaction,No,15,stc_marketplace_vouchers_vouchertransaction-2025_08_31.csv,9/7/2025 9:33,-2.30E-05,MP_VOUCHERTRANSACTION,15,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_vouchers_voucher_services,No,31,stc_marketplace_vouchers_voucher_services-2025_08_31.csv,9/7/2025 9:34,-3.10E-05,MP_VOUCHER_SERVICES,31,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_vouchers_voucher,No,17,stc_marketplace_vouchers_voucher-2025_08_31.csv,9/7/2025 9:34,-2.70E-05,MP_VOUCHER,17,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
Row_Data,No,2834,Row_Data_Sep-2025.csv,9/7/2025 9:34,-2.90E-05,PRD_ACTIVEDIA,2834,,/u01/RA_OPS/Test_New_Loader/Final/ACTIVEDIA
Row_Data,No,433,Row_Data_Sep-2025.csv,9/7/2025 9:34,-3.90E-05,PRD_ACTIVESHABIK,433,,/u01/RA_OPS/Test_New_Loader/Final/ACTIVEDIA
Row_Data,No,67,Row_Data_Sep-2025.csv,9/7/2025 9:34,-2.00E-05,PRD_ACTIVE_MLS,67,,/u01/RA_OPS/Test_New_Loader/Final/ACTIVEDIA
Row_Data,No,1847,Row_Data_Sep-2025.csv,9/7/2025 9:34,-2.50E-05,PRD_ACTIVEMODAR,1847,,/u01/RA_OPS/Test_New_Loader/Final/ACTIVEDIA
Row_Data,No,5734,Row_Data_Sep-2025.csv,9/7/2025 9:34,-2.60E-05,PRD_ACTIVEVSAT,5734,,/u01/RA_OPS/Test_New_Loader/Final/ACTIVEDIA
Row_Data,No,24993,Row_Data_Sep-2025.csv,9/7/2025 9:34,-2.20E-05,PRD_ACTIVEMRS,24992,,/u01/RA_OPS/Test_New_Loader/Final/PRD_ACTIVEMRS
Row_Data,No,248,Row_Data_Sep-2025.csv,9/7/2025 9:34,-2.20E-05,PRD_ACTIVECLOUDCONNECTIVITY,248,,/u01/RA_OPS/Test_New_Loader/Final/ACTIVEDIA
PR_PROJECT_REPORT,No,413900,PR_PROJECT_REPORT_Sep-2025.csv,9/7/2025 9:36,-4.30E-05,PRD_STCS_PR_PROJECT_REPORT,413900,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_PR_PROJECT_REPORT
ONHAND_QUANTITIES,No,1980,ONHAND_QUANTITIES_Sep-2025.csv,9/7/2025 9:36,-3.20E-05,PRD_STCS_ON_HAND_QTY_PROJECT,1980,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_On-Hand_Quantity_Report
RA_CUSTOMER_REVENUE_ASSURANCE,No,2576,RA_CUSTOMER_REVENUE_ASSURANCE_Sep-2025.csv,9/7/2025 9:37,-2.20E-05,prd_erp,2576,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Customer_Revenue_Assurance_Report
BSCH_Bayan.product_details,No,13034,BSCH_Bayan.product_details_Sep-2025.csv,9/7/2025 9:37,-3.00E-05,PRD_DYNAMICS_PRODUCT_DETADV,13034,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_Product
"""BSCH_Bayan"".""order""",No,65702,"""BSCH_Bayan"".""order""_Sep-2025.csv",9/7/2025 9:37,-3.90E-05,PRD_DYNAMICS_ALLORDERS,65702,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_All_Orders
BSCH_Bayan.product_details,No,103615,BSCH_Bayan.product_details_Sep-2025.csv,9/7/2025 9:37,-5.80E-05,prd_dynamics_product_detail,103615,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_Product/Others
active_order_line,No,38693,active_order_line_Sep-2025.csv,9/7/2025 9:38,-2.10E-05,prd_dynamics_active_order_line,38693,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_AOL/Others
invoice_items_kb,No,4298275,invoice_items_kb-2025_08_31.csv,9/7/2025 9:46,-2.50E-05,INVOICE_ITEMS_KB_Item_prices,193,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
veeam_vendor_order,No,26,veeam_vendor_order-2025_08_31.csv,9/7/2025 9:50,-2.00E-05,A_veeam_vendor_order,26,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
veeam_usage,No,3485,veeam_usage-2025_08_31.csv,9/7/2025 9:50,-2.50E-05,A_veeam_usage,3485,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
subscription_subscriptionquantifiableitemprice,No,1159,subscription_subscriptionquantifiableitemprice-2025_08_31.csv,9/7/2025 9:50,-2.10E-05,A_subscription_subscription_quantifiable_item_price,1159,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
revenue_report,No,257367,revenue_report-2025_08_31.csv,9/7/2025 9:53,-8.10E-05,A_revenue_report,257367,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
palo_alto_vendor_portal,No,22,palo_alto_vendor_portal-2025_08_31.csv,9/7/2025 9:53,-2.30E-05,A_palo_alto_vendor_portal,22,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
ip_list,No,262,ip_list-2025_08_31.csv,9/7/2025 9:53,-2.60E-05,A_ip_list,262,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
dim_dns_vendor_platform,No,6225,dim_dns_vendor_platform-2025_08_31.csv,9/7/2025 9:53,-2.20E-05,A_dim_dns_vendor_platform,6225,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
customers_customer_event,No,57874,customers_customer_event-2025_08_31.csv,9/7/2025 9:53,-3.10E-05,A_customers_customer_event,57874,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
vdc_usage_report,No,1607952,vdc_usage_report-2025_08_31.csv,9/7/2025 9:58,-2.40E-05,A_USAGE_REPORT_NEW,1607952,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
deploymentplanproduct,No,793,deploymentplanproduct-2025_08_31.csv,9/7/2025 9:58,-2.10E-05,mp_deploymentplanproduct,793,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
revenue_report_finance,No,201718,revenue_report_finance-2025_08_31.csv,9/7/2025 10:00,-2.30E-05,mp_revenue_report_finance,201718,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_events_event,No,1351,stc_marketplace_events_event-2025_08_31.csv,9/7/2025 10:00,-2.30E-05,PRD_EVENT_FILEVALT_DNS_FILTER,1351,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
STCS_PROJECT_HEADER_ALL,No,6488,STCS_PROJECT_HEADER_ALL_Sep-2025.csv,9/7/2025 10:00,-2.20E-05,STCS_PROJECTS_HEADER_ALL_REPORT,6488,,/u01/RA_OPS/Test_New_Loader/Final/ERP/Header
"""BSCH_Bayan"".opportunity",No,210408,"""BSCH_Bayan"".opportunity_Sep-2025.csv",9/7/2025 10:03,-2.10E-05,opportunity,210408,,/u01/RA_OPS/Test_New_Loader/Final/ERP/OP
ombilling_resources,No,1820293,ombilling_resources-2025_08_31.csv,9/7/2025 10:19,-3.00E-05,ombilling_resources,1820293,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
ERP_FC_Data_Dashboard,No,6511,ERP_FC_Data_Dashboard_Sep-2025.csv,9/21/2025 8:09,-4.60E-05,PRD_PROJECTS_FINANCIAL_L1,6511,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Project_Revenue_and_Cost_Report
RA_ERP_FC_L3_DATA_DASHBOARD,No,18061,RA_ERP_FC_L3_DATA_DASHBOARD_Sep-2025.csv,9/21/2025 8:09,-2.10E-05,PRD_PROJECTS_FINANCIAL_L3_NEW,18061,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Project_Revenue_and_Cost_for_L3_Report
STCS_REVENUE_ASSURANCE_GL,No,1356,STCS_REVENUE_ASSURANCE_GL_Sep-2025.csv,9/21/2025 8:09,-1.90E-05,PRD_STCS_REVENUE_GL,1356,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Revenue_Assurance_GL_Report
gls_revunue,No,25883,gls_revunue_Sep-2025.csv,9/21/2025 10:16,-2.10E-05,STC_GL_RBM_R,25883,,/u01/RA_OPS/Test_New_Loader/Final/gls
gls_revunue_discount,No,275,gls_revunue_discount_Sep-2025.csv,9/21/2025 10:16,-2.30E-05,STC_GL_RBM_D,275,,/u01/RA_OPS/Test_New_Loader/Final/gls
gls_revunue_usage,No,458,gls_revunue_usage_Sep-2025.csv,9/21/2025 10:16,-2.40E-05,STC_GL_RBM_u,458,,/u01/RA_OPS/Test_New_Loader/Final/gls
stc_marketplace_service_management_pricelist,No,17492,stc_marketplace_service_management_pricelist-2025_09_30.csv,10/6/2025 8:07,-2.10E-05,A_PRICE_LIST,17492,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_accounts_account,No,11128,stc_marketplace_accounts_account-2025_09_30.csv,10/6/2025 8:07,-2.20E-05,A_ACCOUNTS,11128,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_customers_dealcustomservice,No,1298,stc_marketplace_customers_dealcustomservice-2025_09_30.csv,10/6/2025 8:07,-4.00E-05,A_CUSTOMERS_DEAL_CUSTOM_SERVICE,1298,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_customers_deal,No,1949,stc_marketplace_customers_deal-2025_09_30.csv,10/6/2025 8:07,-2.30E-05,a_deals,1949,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_flavor_translation,No,7545,stc_marketplace_service_management_flavor_translation-2025_09_30.csv,10/6/2025 8:07,-3.40E-05,A_FLAVOR_TRANSLATION,7545,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
invoice_items_kb,No,4402427,invoice_items_kb-2025_09_30.csv,10/6/2025 8:31,-3.60E-05,A_KILLBILL_INVOICES_ITEMS,4402427,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_phase,No,9361,stc_marketplace_service_management_phase-2025_09_30.csv,10/6/2025 8:31,-4.20E-05,a_phase,9361,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_phaseprice,No,14633,stc_marketplace_service_management_phaseprice-2025_09_30.csv,10/6/2025 8:31,-1.90E-05,A_PHASE_PRICE,14633,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
/home/sdev/ROOT/Granite/DIA,No,36542,DIAL_Oct-2025.csv,10/6/2025 8:32,-2.20E-05,PRD_GRANITE,36542,,/u01/RA_OPS/Test_New_Loader/Final/GraniteDIA
/home/sdev/ROOT/Granite/DIA,No,25826,DIASMW_Oct-2025.csv,10/6/2025 8:32,-2.10E-05,PRD_GRANITE,25826,,/u01/RA_OPS/Test_New_Loader/Final/GraniteDIA
/home/sdev/ROOT/Granite/DIA,No,57358,DIAS_Oct-2025.csv,10/6/2025 8:32,-2.30E-05,PRD_GRANITE,57358,,/u01/RA_OPS/Test_New_Loader/Final/GraniteDIA
/home/sdev/ROOT/Granite/DIA,No,86302,DIA_Oct-2025.csv,10/6/2025 8:33,-2.20E-05,PRD_GRANITE,86302,,/u01/RA_OPS/Test_New_Loader/Final/GraniteDIA
/home/sdev/ROOT/Granite/VSAT,No,1624,SATIP_Oct-2025.csv,10/6/2025 8:33,-2.30E-05,PRD_GRANITE,1624,,/u01/RA_OPS/Test_New_Loader/Final/GraniteVSAT
/home/sdev/ROOT/Granite/VSAT,No,5,SATLEOIP_Oct-2025.csv,10/6/2025 8:33,-2.30E-05,PRD_GRANITE,5,,/u01/RA_OPS/Test_New_Loader/Final/GraniteVSAT
/home/sdev/ROOT/Granite/VSAT,No,826,SATLEONET_Oct-2025.csv,10/6/2025 8:33,-2.10E-05,PRD_GRANITE,826,,/u01/RA_OPS/Test_New_Loader/Final/GraniteVSAT
/home/sdev/ROOT/Granite/VSAT,No,16,SATMHz_Oct-2025.csv,10/6/2025 8:33,-2.50E-05,PRD_GRANITE,16,,/u01/RA_OPS/Test_New_Loader/Final/GraniteVSAT
/home/sdev/ROOT/Granite/VSAT,No,8356,SATNET_Oct-2025.csv,10/6/2025 8:33,-2.90E-05,PRD_GRANITE,8356,,/u01/RA_OPS/Test_New_Loader/Final/GraniteVSAT
/home/sdev/ROOT/Granite/VSAT,No,1074,SATPtP_Oct-2025.csv,10/6/2025 8:33,-2.60E-05,PRD_GRANITE,1074,,/u01/RA_OPS/Test_New_Loader/Final/GraniteVSAT
/home/sdev/ROOT/Granite/MS,No,3292,MS_Oct-2025.csv,10/6/2025 8:33,-2.80E-05,PRD_GRANITE_MS,3292,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMS
PROJECT_INVOICE_DTL,No,494245,PROJECT_INVOICE_DTL_Oct-2025.csv,10/6/2025 8:36,-4.00E-05,PRD_STCS_RAISED_INVOICES,494245,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Project_Invoice_Details_for_Revenue_Assuarance
stc_marketplace_service_management_flavor,No,7132,stc_marketplace_service_management_flavor-2025_09_30.csv,10/6/2025 8:36,-2.30E-05,A_FLAVOR,7132,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_plan,No,3992,stc_marketplace_service_management_plan-2025_09_30.csv,10/6/2025 8:36,-1.90E-05,A_PLAN,3992,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_plan_translation,No,4672,stc_marketplace_service_management_plan_translation-2025_09_30.csv,10/6/2025 8:36,-1.90E-05,A_PLAN_TRANSLATION,4672,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_planprice,No,9300,stc_marketplace_service_management_planprice-2025_09_30.csv,10/6/2025 8:36,-2.30E-05,A_PLAN_PRICE,9300,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_product,No,537,stc_marketplace_service_management_product-2025_09_30.csv,10/6/2025 8:37,-2.10E-05,A_PRODUCT,537,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
STCS_Corporate_Revenue_Report_new,No,1562,STCS_Corporate_Revenue_Report_new_Oct-2025.csv,10/6/2025 8:37,-2.10E-05,PRD_STCS_CORPORATE_REVREPORT,1562,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Corporate_Revenue_Report
/home/sdev/ROOT/ERP/STCS Project Advances Details Report,No,19,STCS Project Advances Details Report_02-Sep-2025.csv,10/6/2025 8:37,-2.10E-05,PRD_STCS_PROJECT_ADVANCES_DETAILS,19,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Project_Advances_Details_Report
stc_marketplace_service_management_product_translation,No,621,stc_marketplace_service_management_product_translation-2025_09_30.csv,10/6/2025 8:37,-5.60E-05,A_PRODUCT_TRANS,621,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_quantifiableitem,No,995,stc_marketplace_service_management_quantifiableitem-2025_09_30.csv,10/6/2025 8:37,-2.10E-05,A_QUANTIFIABLE_ITEM,995,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_quantifiableitem_translation,No,1036,stc_marketplace_service_management_quantifiableitem_translation-2025_09_30.csv,10/6/2025 8:37,-3.70E-05,A_QUANTIFIABLE_ITEM_TRANSLATION,1036,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_service,No,875,stc_marketplace_service_management_service-2025_09_30.csv,10/6/2025 8:37,-3.10E-05,A_SERVICE,875,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_item_units,No,322,stc_marketplace_service_management_item_units-2025_09_30.csv,10/6/2025 8:37,-2.10E-05,A_SERVICE_ITEM_UNIT,322,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_item,No,4247,stc_marketplace_service_management_item-2025_09_30.csv,10/6/2025 8:38,-1.90E-05,A_SERVICE_ITEM,4247,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_service_translation,No,1000,stc_marketplace_service_management_service_translation-2025_09_30.csv,10/6/2025 8:38,-1.90E-05,A_SERVICE_TRANSLATION,999,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
killbill_subscriptions,No,15212,killbill_subscriptions-2025_09_30.csv,10/6/2025 8:38,-1.90E-05,KILLBILL_SUBSCRIPTIONS,15212,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
invoice_items_kb,No,4402427,invoice_items_kb-2025_09_30.csv,10/6/2025 9:01,-2.20E-05,PRD_CLOUD_KILLBILL_INVOICE_ITEMS,4402427,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_quantifiableitemprice,No,2741,stc_marketplace_service_management_quantifiableitemprice-2025_09_30.csv,10/6/2025 9:01,-2.00E-05,A_QUANTIFIABLE_ITEM_PRICE,2741,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_planitem,No,9212,stc_marketplace_service_management_planitem-2025_09_30.csv,10/6/2025 9:01,-3.60E-05,A_PLAN_TO_ITEM_MAPPING,9212,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_item_translation,No,4810,stc_marketplace_service_management_item_translation-2025_09_30.csv,10/6/2025 9:02,-2.00E-05,A_PLAN_ITEM_TRANSLATION,4810,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_customers_servicecommitment,No,475,stc_marketplace_customers_servicecommitment-2025_09_30.csv,10/6/2025 9:02,-2.80E-05,CUSTOMERS_SERVICE_COMMITMENT,475,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
vdc_customer_info,No,6831,vdc_customer_info-2025_09_30.csv,10/6/2025 9:02,-2.10E-05,PRD_VDC_FIN_CUSTOMER_INFO,6831,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
